content,score
"terimakasih Tokopedia hari ini saya kasih bintang 5, mohon maaf 🙏🙏🙏 atas ulasan buruk saya sebelumnya, terimakasih sudah membantu memenuhi kebutuhan saya dengan adanya gopay later, walaupun saat ini gopay later saya terblokir sebab membeli pulsa memakai cicilan aplikasi, semoga saja kedepannya jadi lebih baik",5
chicken stars 🥶🐔🌟,1
"babi licik nih tokopedia, kongkalingkong sama pihak toko.. belanja 2 item dpet voucher sampe 2jt, ternyata di bagi². saat pembatalan tidak bisa karna langsung di proses oleh pihak toko... gk nyangka selama ini pake tokopedia merasa di hianati, lain kali buat perjanjian di awal yg jelas, sepihak gini gk ada kupon dibagi2 oas di awal ngentotttt",1
sekarang aplikasi ini jarang saya gunakan.kadang kadang sangat berguna untuk belanja onlen apalagi jaman sekarang ini aplikasi Tokopedia sangat berguna untuk belanja online,3
kebanyakan minta update an,1
oke,5
nice lah,5
Banyak pilihan barang dan ada jaminan,5
keren,5
Kasih Saya Discount Dong Tokped . Sudah saya kasih Bintang 5 ini .,5
bagus buat belanja kebutuhan keluarga,5
"halo min ini kenapa yah tiap saya mau bikin tokopedia card selalu muncul tulisan internal server eror mohon solusinya id pendaftaran (CB-ZKJMXH), kalo udah bisa bakal saya kasih b5",1
praktis,5
"Sumpah Tokopedia aneh banget soal kupon voucher diskon, cashback & gratis ongkir. contohnya Promo 10.10 di akun saya sepi banget voucher diskonnya kyk kurang menarik dari beberapa voucher yg saya miliki, giliran akun punya orang tua saya Voucher diskon seabrek banyak banget dan potongan harganya sangat menarik semua kok bisa ya beda akun beda voucher diskon? padahal sama sama suka belanja di Tokopedia tapi serasa tidak adil saja pembagian voucher diskon dan lain lainnya. kecewa banget asli.",2
Good Tokopedia🤘,5
jangan transaksi di toko pedia soalnya saldo refund saya tidak bisa di tarik sangat merugikan orang,1
di-update malah tambah lemot suka close sendiri,1
Market place paling OK di Indonesia 👍,5
lebih bagus dari toko sebelah,5
bagai mana saya dapat cuan atau keuntungan kalau saya bisa tingkatkan rating Tokopedia?,5
tokped emang semua bisa,5
"sekarang makin gk jelas pencarian sdh tidak sesuai dengan apa yg dicari ,feed tidak muncul",2
toko pemasok sesuai orderan tanpa masalah pasti komentarnya juga baik serta ramai peminat,5
seller boot kebanyakan nipu,1
"ga jelas bnget,, blom lama di perbaruikoq malah ga bisa di buka,,, males buka buka aplikasi ini lagi",2
ini kenapa jadi gabisa Checkout deeh..,1
lkeren,5
"pantesan sepii ni aplikasi,mau chat admin nya aja ngak bisa , tulis chat bisa tapi kirim kagak bisa",1
"tokopedia niat ngasih promo? promo pulsa palsu atau gimana??, kenapa transaksi gagal, dana saya dikembaliin mlu",1
"bagian pengiriman lemot banget ....sudah dekat tidak di antar -antar padahal sudah dekat,knp GK pakai ekpedisi merah sih yg sudah terbukti cepat",2
mantap dan bangkit,5
selalu update gak jelas apk lama responnnnnssssssss,1
"tolong gopay later, biaya bunga / cicilan diganti jadi margin penjualan. jadikan akad jual beli. karena saya tidak pakai lagi gopay later semenjak tau ini riba. kalau sudah di ganti, saya pasti pakai lagi, karena memang menbantu. terimakasih",4
semoga amanah,4
"kenapa barang g pernah sampai, malah balik lagi ke penjual, sudah 3 kali",1
ok,5
mantappp,4
Makin lama makin ga jelas UI nya.. Seharusnya update itu bikin user nyaman..,2
ribettttttt,1
Biaya untuk berlangganan Tokopedia plus 6 bulan di hp saya Rp.900.000 mahal kali,2
"JANGAN DONLOAD ITU AJA SI SARAN AKU, SOAL NYA KECEWAA BNGT BARANG NYA RUSAK² SMUA😡",1
"sistem sampah, pelayanan sampah paling males emang beli disini mah beda ama SHOPEE chat cs langsung satset, lah ini chat cs gk dibls"" gk ada cs nya apa ini, APK SAMPAH",1
Kecewa barang nya telat,1
aplikasi apaan gue beli di balikin Mulu paket nya!!!!!!... katanya nomer tidak bisa di hubungi dan tidak sesuai!!!!padahal gue pakek nomer yg sama di aplikasi Oren Ama di tikshop.dan gak ada kendala gue.masalah nya di KEMBALIKAN gak cuma sekali tapi tiga kali berturut-turut!!!! sattt ni aplikasi,1
mantap,4
mantap,5
"APLIKASI PENJAJAH krn mau belanja produk apapun, ongkirnya pasti mahal. Beda jauh dgn SOPI.",1
aplikasi parah. ada problem yg jawab AI. ga solve anything,2
bagus,5
"parah banget ni aplikasi sekali dua kali pesan di sini sih oke aja ya sama penjualnya yang gak ngebales atau mungkin pake ai, lah ini di tambah sama aplikasinya yang kurang greget. masa paket dibiarkan dikemas 3 hari? yang satunya malah stuck di jnt sekitar 4 hari? gila lu. udahmah curang lagih dituliskannya tunggu sampai tanggal sekian, tapi pas udah tanggal tempo nya malah di tambahan beberapa hari lagi. gajelas mendingan toko Oren!!!!!!!",1
kereeennn,5
untuk komplainnya susah samapi sekarang tidak ada respon dr aplikasi ini...,1
"gak usah deh ngadain flash sale kalo ongkir nya aja 5x lebih mahal dari barang yang dipesan 😊, padahal sebelum flash sale harga normal-normal saja",1
"beberapa tahun yang lalu saya beri ulasan bintang 5. tapi sejak kerja sama dengan tiktok udah bnyak penipuan. don proses komplain nya agak ribet. cs nya juga bot sekarang. tolong di perbaiki sistem kerja tokped. saya pengguna lama udah malas belanja lewat tokped, udah berapa kali kena tipu. bermacam macam jenis orderan.",1
"Uinya balikin kaya yg lama ,sekarang berasa lebih berat dari sopi ,pencariannya ngawor ,masih mending yang lama",1
masih aman digunakan👍👍,5
"gak jelas, ,,...",1
"Pelayanannya bukannya makin baik makin buruk,pusat resolusi gk bs komunikasi,live chat dibales template dan penyelesaian lebih dr 10-14 hari cm dibuatin tiket gk jelas,penipu makin bertebaran karena sistem tololnya. 1 Bulan lalu duit refund 2 digit gk bs ditarik selesai 10 hari,Sekarang retur barang udah 14 hari belum balik juga duit returnya udah nanggung ongkir,giliran diinput disistemnya gk kebaca,gk bisa diskusi pula dipusat resolusi. Bye tokped,pantesan arie untung sampe speak up",1
vouchernya php,1
amazing experience with this olshop makasih toped,5
bagus gak ribett,5
bAanyak bug,1
"aplikasinya eror waktu pembayaran selalu ada tulisan ""Halaman tidak tersedia"" trus aplikasi kututup dan order lagi voucher dan poin ilang,, tolong segera diperbaiki 🙏🙏",4
bagus,5
"semakin di update semakin repot. entah login, ngeranjangin barang, mau bayar jg konslet, sistem sering error, entah yg lain adajalah pkoknya. #serbarepot",3
selalu tampilkan model2 baru,4
"saat"" krusial gini tiba"" paylater gak bisa dipake.. kalau gtu ngapain dikasih limit",1
saya sangat puas,5
"sangat membantu, reward kuis diper easyy np",3
Jadi aku jualan di Tokopedia dan barangnya hilang di perjalanan pembelinya pun komplain. Tapi aku nggak dapat ganti rugi sedikitpun dari aplikasi. Ternyata kalau barang dari penjual hilang atau rusak Tokopedia nggak mau ganti rugi dan nggak mau tanggungjawab sedikitpun padahal mereka mendapat untung dari pedagang tapi kalau barang hilang mereka nggak mau ganti rugi sedikitpun. Dasar aplikasi perampok sukanya merugikan pedagang.,1
"promo² nya pelit bgt suer,ga jaya apl sebelah jelas ga nangung²",1
Makin ngk jelas Tokopedia parah,1
mantap,5
"semoga semakin baik , banyak promo diskon potongan",5
tempat belanja online saya sejak tahun 2018,5
bagusssssss,5
apk dapat di install tetapi tidak dapat dibuka di versi android 6. tolong diperbaiki,1
Apakah memang sudah tidak bisa lagi ngepost jualan di Tokopedia ini ??,2
woi kimak ini gimana kok gak dapet kode,1
😍,5
mantap,5
"awal dari kehancuran toko ijo, mulai dari ongkir mahal, dan voucher dibatasi. sangat beda dari yang dlu. dulu langganan disini krn terlalu murah, sekarang 👎",1
"keamanan aplikasi nya buruk, banyak yang mencoba login ke aku saya melalui perangkat lain,",1
"semenjak gabung sama tiktok, jadi jelek, pencarian jadi ga akurat, promo berkurang terus, mending pake aplikasi oren aja",1
"sekarang tokped sudah beda sudah tidak menarik seperti dulu menurutku, dulu aku jajan di tokped mulu padahal , kek nya mau 11,12 sama si onoh 😁 ,,",1
bagusss guee dapett diskon terusss lopee lopeee dehh muahh,5
good,5
mantaf,5
sangat baik,5
keren,5
Mantapp eehhh,5
Minimal kalau paketnya sampai lebih dari estimasi waktu yang diberikan kasih kompensasi lah bukannya perpanjang waktu estimasi,2
gratis ongkir ke seluruh indonesia? t41!! indonesianya skitar pulau jawir doang. ongkir lebih mahal dari barangnya,1
selalu ok,5
GAK ADA VOUCHER GRATIS ONGKIR!! BAHKN DI TANGGAL KEMBAR TETEP MEMPERTAHANKAN KEPELITANYA!!,1
aplikasi sampah ya gini,1
sering eror,1
bagus,5
terlalu mahal kurang terjangkau masi murah di sebelah,1
"Enak yang dulu, sekarang buerraaat buanget dan sering lag, capek-capek filter pas kembali eh.. ke-reset lagi, jauh sama olshop sebelah yang konsisten stabil, fix it! minim cari IT baru..",1
baru belanja sesuai GK kalo datang barang nya,4
terimakasih tokopedia,5
Sekarang udah ga ada gratis ongkirnya,1
"Toped B461, gk niat ngasih voucher. ,udah di klaim tinggal gunain,tp gk bisa di gunain.bgst bgt toped skrng 😡",1
harga sangat mahal,1
OKE SINGKAT SAJA : APP LOKAL YANG GA MELOKAL 😭,1
"apk sampah bikin diskon ga jelas, kalau ga niat bikin diskon mending ga usah sial.",1
"babix emang, udah langganan PLUS mahal² tapi gabisa dipake ditoko berlabel PLUS. Tulisan gratis ongkir malah masih aja ada ongkir. sumpah makin hari makin parah banget.",1
aplikasi buruk saldo saya di tokopedia mau di ambil selalu ada gangguan tulisannya,1
"masuk kok susah ya, suruh verifikasi email. Baru sekali kode verifikasi tapi gagal karena Tokopedia keluar sendiri harus ngulang verifikasi lagi, tapi kodenya ga ke kirim kirim wkwkkwkwkwk",1
"kukira makin baik, ternyata enggak, ekspedisinya masih lemot, di tambah kurang update pula.",1
gk ada fitur chat kurir barangnya belum ke terima tapi di keterangan sudah di terima kayaknya kurir nya salah penerima,1
min. no saya kemarin ke hapus bisa dikembalikan lagi nomor lama saya?,1
good,5
"Sangat jelek sekalii, baru pertama kali saya mendapatkan pelayanan jelek sekali saya beli barang, dan nyangkut di kurir saya komplain, pertama di tolak oleh tokped, saya komplain lagi, ga mau di urus, sampai ada seminggu itu terjebak dan ga ada pergerakan kok bisa sih?, dulu saya sering belanja disini, sekarang kepercayaan nya udah mulai berkurang byee tokped",1
halo google play store tolong izinkan saya untuk membukak aplikasi Tokopedia,5
download ayo !!!,5
tidak ada solusi jika seller lama mengirim pesanan,1
saya salah satu pengguna tokpet yg kecewa.,1
mantap,4
aplikasi gila. lemotnya parah banget. minta ampun dah. mau buka halaman komplain n chat cs aja susahnya kebangetan. stuck terus n ga bisa terbuka,1
"Aku kok merasa dipermainkan dengan estimasi pengiriman ya.. maksudnya konsisten dong dengan estimasi.. kalau memang lewat ya udah lewat aja, gak usah jadi dirubah estimasinya.. saya order barang tgl 4, tertulis estimasi tiba tgl 5-7. Tanggal 7 belum datang, saya cek estimasi masih tgl 7. Besoknya saya cek lagi estimasi berubah jadi tgl 8. Gak cukup sampai disitu barang masih belu datang juga sampai sekarang tgl 9 dan saya cek estimasi berubah lagi jadi tgl 9. Gak berguna estimasinya.",1
ongkir mahal,3
"toko terbaik , yg bagus untuk pilihan anda dan banyak voucher menarik dan gratis ongkir",5
pencarian produk sekarang susah sering kali produk tidak ditemukan,2
"topup game kok dibatalin terus dikembalikan terus gopay nya , ga niat bikin promo gausah promo tutup aja",1
nyaman aman,5
"lg nyari barang eh ternyata ada promo, pas cekout ga ada yg aneh, pas mau payment harga brg langsung normal..malah lebih mahal dr toko offline.. niat ga sih ngasih promo.. makin ga jelas tokopedia semenjak diambil alih tiktok..",1
"bye bye tokped, saya gk akan install ini dan gk akan lagi. dikasih notif ketika sudah terlambat. gk kayak shopee sebelum 7 hari keterlambatan udh diberi notif. ini apaaan ... woeyyy ...",1
oke banget,5
"najis,chat pengaduan dilayani sama robot.beda jauh sama shopee,pelayanan pengaduan dilayani manusia riil,pengaduan apapun dilayani dengan bijak,gercep,dan tak merugikan.tokped tutup aja.nyampah aplikasi paling najissss,apalagi customer servis nya najjjiiiissss",1
sudah 2x beli kartu perdana tp ditipu semua dan tidak ada tanggapan dr tokopedia.. tidak ada penyelesaiannya sampai saat ini,1
jangan belanja di tokoed kurirnya lama jarak bandung jakarta bisa nyamoe 5 hari,1
toko pedia lambat respon uang sy nyangkut😭,1
👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍jadi ragu mau belanja di aplikasi ini banyak yng komlin,5
top,5
mantap,5
"sejak diakuisisi tiktok Tokopedia dah gak pernah ngasih promo diskon seperti dulu ongkir pun mahal , dah lah mending balik ke toko sebelah",2
mantap,5
tolong akun saya di hapus data. karena di salah gunakan.,1
belanja di Tokopedia banyak diskon,5
aplikasi gk jelas. mau narik saldo tokopedia aja verivikasinya dipersulit gagal terus. padahal internet lancar. sengaja amet nilep uang orang biar gk di ambil tau2 ganguss tar.,1
ya Allah gak nyangka 100 perak dapat 5000 pulsa terimakasih Tokopedia 🥰🥰 sukses selalu,5
teman teman tolong nd usah blanja di toko pedia apa bila ada barang pesanan tidak sesuai tidak akan ada respon atau pengembalian apa lagi solusi dari toko pedia,1
"terima kasih untuk developer karena membantu saya dalam berbagai masalah termasuk akun saya yg di hacker , keselamatan pelanggan jadi terjamin ,👍👍👍",5
bagus,5
"suka blnja ditoko pedia.pengiriman cpt.hrg jg miring.tp sayangnya klo lht""barang kdg lupa ngeklek/cekout.prodak.msh dlm proses di batalin g lsg bisa.harus nunggu 6 jam.pengalaman.kmrn slh pencet cakout dh tk batalin ttp di kirim.alias aq tolak dunk.jeleknya di toko pedia mlakukan lksalahan 1 kali aj.lsg g boleh blnja COD.pdhl klo g pakai COD.kurir itu naroh barang sembarangan tempat.mky knp sy pilih COD lebih puas bs nerima barangy langsung.unutk Toko pedia smg bs lbh baik lg kedepnya.",5
"mohon pencerahan, sudah beberapa aplikasi toped ini ga bisa di buka....",5
Sangat Bagus,5
"ketika ingin memesan sebuah barang,saya tidak bisa memesan sebuah produk",1
"pantes sekarang kalah dari lazada, cs tokped asli kalo ada masalah kaya orang ganiat kerja. lama respondnya belanja gapernah cod padahal kalo ada masalah cuman pengen cepet kelar persoalan tagihan yang gasesuai refundnya ini bener"" mending pindah market place sih",1
"sangat disayangkan sekali, padahal kita berhubungan sdh cukup lama tapi level kepercayaan yg saya terima darimu sangat minim, gopay later hanya bertahan 8,4 jt gopay pinjam malah sdh tiga kali tdk pernah disetujui... lain hal-nya pada toko tetangga... later maupun pinjam sdh dipercaya hingga hampir 30 jt, dg rasa saling percaya ini maka pembelanjaan ataupun pinjaman dana dadakan sangat lancar dan rutin... terima kasih toped atas keraguan-nya....☺️☺️☺️",5
top up uang electronic ga bsa trus,1
ok,5
SERVICE CENTER NYA RESPON LAMAAAAAAAA ADA MASALAH BUKANYA DI UTAMAIN RESPON CEPEET LAMA BERHARI HARIIII SAMPE SATU MINGGU BELUM BERES AJAAA ANEHHHHH,1
mantap,5
good,5
sangat cocok untuk Anda,5
"Toped semenjak gabung sama tiktok,makin aneh pengiriman tidak di sertakan nomor kurir.barang hilang dana tidak balik, selamat toped di ambang kehancuran dan beralih ke toko lain #babi",1
ok,5
APLIKASI KENTIR 😁 MENDING TUKU NENG SHOPEEE DUWE KURIR DEWE,1
mantap pertahankan kemudahan bertransaksi dan banyak promonya,5
"tokopedia tolong kasih solusi masalh token listrik, sudah melakukan pembayaran tapi sudah 10 jam tidak ada konfirmasi token listriknya, jangan makan uang haram tokopedia",1
top,5
"susah update saldo jakcard padahal uangnya sudah masuk tokopedia, pas mau di update saldo dari tokopedia ke kartu jakcard susah masuk sering error. harga barang dan ongkos kirim lebih mahal dari aplikasi si oren.",2
ok,5
"maksa minta update!!! pas udah di update versi sekarang, pembayaran lewat ovo jadi muat ulang terus. malaah gak bisa, update bukannya bikin nyaman malah bikin dongkol, kan konyol.",1
balikin duit gua anjir nipu lu kaga masuk ke kartu gua 20 rb nih ajg,1
"sangat membantu, tingkatkan kualitas dan pelayanan",5
"kapok belanja ditokopedia, return barangnya gk jelas, komplain dari tanggal 6 okt 2025 sudah disetujui, udh pilih barang pick up kurir, tp sama skli gk ada yg datang. katanya tgl 7 okt 2025 tp gk ada sama skli, giliran chat yg balas bot. katanya dihubungi sama CFS, tapi sama juga gk ada solusi, cuma disuruh tunggu 48jam, tgl 8 tunggu seharian gk diambil juga, malah saya disuruh bwa sendiri ke kurirnya. nnt batas waktunya hbs, komplain kita hangus dan mau gk mau harus nerima barang yg gk sesuai.",1
Lemoooot,2
semoga semakin bertumbuh,5
kenapa langganan plus sy dibatal kan sy sdh berlanggan jangan nakal ya,1
mantap...🫰,5
good,3
"mantep platform paling terjamin dan termudah urusan elektronik dan juga suka bgt karena ini platform sangat ""transparan"" muhehehhe :) terus di tingkatkan ya!",5
"Ini jelas modus PENIPUAN, barang pesan dari toko alamat di Palembang harga 300rb-an, tapi dikirm ke dari Jakarta. Barang dikirm cuma mainan gantungan kunci. Minta dikembalikan, tetapi Alamat ke PAPUA dengan ongkir 120 rb-an. Tentu saja dalam waktu 3 hari barang TIDAK AKAN sampe ke penjual. RUGI SAYA 400rb-an belum lagi waktu yg terbuang, cuma di TANGGAPI keluhan sama MESIN jawab otomatis. Saya pelanggan Toped mungkin sudah ratusan juta, kecewa sekali. Stop pake toped.",1
masalah dana pinjam gak jelas. dah lunas masih ditagih bahkan sampai rumah didatangi. minta pertanggung jawaban pihak toped malah mangkir gak jelas. gak nemu titik terang sama sekali. sampai sekarang di kemanain uang pembayaran saya selama ini. aplikasi rusak,1
sangat puas,5
hancur dan jadi jelek aplikasi semenjak sama tiktok😂,1
